Concordant	Discordant	Missing	Filtered	TP	FP	TN	FN	num_neigh	program	sample	technology	coverage	experiment
971	944	0	0	1643	451	1212	524	2	sniffles	HG00733	r9	8x	ts
525	637	0	0	897	338	773	316	3	sniffles	HG00733	r9	8x	ts
223	254	0	0	371	142	324	117	4	sniffles	HG00733	r9	8x	ts
144	155	0	0	201	102	242	53	5	sniffles	HG00733	r9	8x	ts
87	107	0	0	130	69	150	39	6	sniffles	HG00733	r9	8x	ts
84	44	0	0	92	37	120	7	7	sniffles	HG00733	r9	8x	ts
13	14	0	0	19	10	20	5	8	sniffles	HG00733	r9	8x	ts
9	26	0	0	16	19	28	7	9	sniffles	HG00733	r9	8x	ts
20	28	0	0	26	22	42	6	10	sniffles	HG00733	r9	8x	ts
9625	3024	0	0	14845	2416	7134	903	0	cutesv	HG00733	r9	8x	ts
2242	5270	0	0	5914	2052	3570	3488	1	cutesv	HG00733	r9	8x	ts
472	1439	0	0	751	1339	1499	233	2	cutesv	HG00733	r9	8x	ts
173	997	0	0	271	972	1008	89	3	cutesv	HG00733	r9	8x	ts
58	419	0	0	78	435	424	17	4	cutesv	HG00733	r9	8x	ts
23	276	0	0	37	266	283	12	5	cutesv	HG00733	r9	8x	ts
7	186	0	0	7	191	188	0	6	cutesv	HG00733	r9	8x	ts
10	118	0	0	10	119	127	0	7	cutesv	HG00733	r9	8x	ts
0	27	0	0	0	29	25	0	8	cutesv	HG00733	r9	8x	ts
1	34	0	0	1	34	35	0	9	cutesv	HG00733	r9	8x	ts
0	48	0	0	0	48	48	0	10	cutesv	HG00733	r9	8x	ts
9612	2940	0	0	14277	435	7560	2832	0	kanpig	HG00733	r9	8x	ds
1926	4701	0	0	5023	2905	3434	1892	1	kanpig	HG00733	r9	8x	ds
447	667	0	0	711	219	814	484	2	kanpig	HG00733	r9	8x	ds
170	340	0	0	273	91	393	263	3	kanpig	HG00733	r9	8x	ds
39	167	0	0	67	26	166	153	4	kanpig	HG00733	r9	8x	ds
23	98	0	0	41	16	102	83	5	kanpig	HG00733	r9	8x	ds
9	78	0	0	14	4	81	75	6	kanpig	HG00733	r9	8x	ds
7	32	0	0	7	0	39	32	7	kanpig	HG00733	r9	8x	ds
2	6	0	0	2	0	8	6	8	kanpig	HG00733	r9	8x	ds
2	9	0	0	2	0	11	9	9	kanpig	HG00733	r9	8x	ds
1	19	0	0	1	0	20	19	10	kanpig	HG00733	r9	8x	ds
11000	1486	0	0	15746	356	7578	1292	0	svjedi	HG00733	r9	8x	ds
1495	5050	0	0	6201	4485	1812	592	1	svjedi	HG00733	r9	8x	ds
428	616	0	0	922	443	538	185	2	svjedi	HG00733	r9	8x	ds
151	274	0	0	355	192	219	84	3	svjedi	HG00733	r9	8x	ds
47	85	0	0	93	44	81	46	4	svjedi	HG00733	r9	8x	ds
21	56	0	0	54	31	44	25	5	svjedi	HG00733	r9	8x	ds
6	49	0	0	16	9	44	41	6	svjedi	HG00733	r9	8x	ds
6	15	0	0	8	2	19	13	7	svjedi	HG00733	r9	8x	ds
2	6	0	0	2	0	8	6	8	svjedi	HG00733	r9	8x	ds
1	9	0	0	3	2	8	7	9	svjedi	HG00733	r9	8x	ds
1	22	0	0	1	0	23	22	10	svjedi	HG00733	r9	8x	ds
9983	2536	0	0	14997	644	7322	2075	0	sniffles	HG00733	r9	8x	ds
1648	4910	0	0	5851	3990	2300	975	1	sniffles	HG00733	r9	8x	ds
430	713	0	0	830	351	720	385	2	sniffles	HG00733	r9	8x	ds
155	354	0	0	316	150	337	215	3	sniffles	HG00733	r9	8x	ds
38	165	0	0	82	42	146	136	4	sniffles	HG00733	r9	8x	ds
27	103	0	0	45	16	112	87	5	sniffles	HG00733	r9	8x	ds
5	132	0	0	8	2	131	133	6	sniffles	HG00733	r9	8x	ds
6	50	0	0	6	0	56	50	7	sniffles	HG00733	r9	8x	ds
2	10	0	0	2	0	11	11	8	sniffles	HG00733	r9	8x	ds
2	18	0	0	2	0	20	18	9	sniffles	HG00733	r9	8x	ds
1	35	0	0	1	0	36	35	10	sniffles	HG00733	r9	8x	ds
9489	3085	0	0	14652	889	7115	2492	0	cutesv	HG00733	r9	8x	ds
1549	5038	0	0	5460	3742	2570	1402	1	cutesv	HG00733	r9	8x	ds
345	797	0	0	638	257	797	592	2	cutesv	HG00733	r9	8x	ds
105	415	0	0	226	116	375	323	3	cutesv	HG00733	r9	8x	ds
24	198	0	0	52	26	186	180	4	cutesv	HG00733	r9	8x	ds
13	134	0	0	36	21	124	113	5	cutesv	HG00733	r9	8x	ds
0	108	0	0	4	4	101	107	6	cutesv	HG00733	r9	8x	ds
4	38	0	0	5	1	41	37	7	cutesv	HG00733	r9	8x	ds
0	9	0	0	0	0	8	10	8	cutesv	HG00733	r9	8x	ds
0	14	0	0	0	0	14	14	9	cutesv	HG00733	r9	8x	ds
1	22	0	0	1	0	23	22	10	cutesv	HG00733	r9	8x	ds
11552	1002	0	0	16194	215	7771	928	0	orig	HG00733	r9	8x	ds
2034	4650	0	0	6399	4114	2288	567	1	orig	HG00733	r9	8x	ds
614	492	0	0	1044	355	668	145	2	orig	HG00733	r9	8x	ds
249	219	0	0	417	147	299	73	3	orig	HG00733	r9	8x	ds
68	67	0	0	112	36	91	31	4	orig	HG00733	r9	8x	ds
44	42	0	0	69	22	61	20	5	orig	HG00733	r9	8x	ds
19	22	0	0	23	3	36	20	6	orig	HG00733	r9	8x	ds
12	10	0	0	13	1	21	9	7	orig	HG00733	r9	8x	ds
2	5	0	0	2	0	7	5	8	orig	HG00733	r9	8x	ds
2	4	0	0	3	1	5	3	9	orig	HG00733	r9	8x	ds
0	17	0	0	1	1	16	16	10	orig	HG00733	r9	8x	ds
12464	1857	0	0	16722	1477	9933	510	0	kanpig	HG02723	r10	16x	ts
5893	3191	0	0	7303	2111	7632	1122	1	kanpig	HG02723	r10	16x	ts
1600	738	0	0	1892	595	2026	163	2	kanpig	HG02723	r10	16x	ts
816	498	0	0	1007	361	1112	148	3	kanpig	HG02723	r10	16x	ts
320	233	0	0	408	173	461	64	4	kanpig	HG02723	r10	16x	ts
212	152	0	0	252	120	321	35	5	kanpig	HG02723	r10	16x	ts
113	130	0	0	146	101	210	29	6	kanpig	HG02723	r10	16x	ts
67	101	0	0	100	78	132	26	7	kanpig	HG02723	r10	16x	ts
31	54	0	0	46	39	70	15	8	kanpig	HG02723	r10	16x	ts
16	24	0	0	20	20	36	4	9	kanpig	HG02723	r10	16x	ts
14	23	0	0	18	20	32	4	10	kanpig	HG02723	r10	16x	ts
13562	691	0	0	17882	253	9918	453	0	svjedi	HG02723	r10	16x	ts
4246	4663	0	0	9010	228	4143	4437	1	svjedi	HG02723	r10	16x	ts
1632	675	0	0	2352	105	1585	572	2	svjedi	HG02723	r10	16x	ts
808	496	0	0	1301	57	811	439	3	svjedi	HG02723	r10	16x	ts
378	163	0	0	530	40	389	123	4	svjedi	HG02723	r10	16x	ts
264	94	0	0	347	19	275	75	5	svjedi	HG02723	r10	16x	ts
156	84	0	0	229	15	167	69	6	svjedi	HG02723	r10	16x	ts
121	47	0	0	159	19	128	30	7	svjedi	HG02723	r10	16x	ts
61	23	0	0	70	14	75	9	8	svjedi	HG02723	r10	16x	ts
29	10	0	0	34	5	34	5	9	svjedi	HG02723	r10	16x	ts
24	12	0	0	31	6	29	6	10	svjedi	HG02723	r10	16x	ts
12652	1650	0	0	16977	1195	9900	532	0	sniffles	HG02723	r10	16x	ts
3090	5984	0	0	8673	731	3440	5304	1	sniffles	HG02723	r10	16x	ts
1278	1057	0	0	1990	494	1593	593	2	sniffles	HG02723	r10	16x	ts
590	723	0	0	1027	340	863	396	3	sniffles	HG02723	r10	16x	ts
271	280	0	0	426	153	389	134	4	sniffles	HG02723	r10	16x	ts
137	227	0	0	233	139	265	91	5	sniffles	HG02723	r10	16x	ts
105	138	0	0	169	78	179	60	6	sniffles	HG02723	r10	16x	ts
68	99	0	0	107	70	126	31	7	sniffles	HG02723	r10	16x	ts
39	45	0	0	59	25	64	20	8	sniffles	HG02723	r10	16x	ts
18	22	0	0	25	15	33	7	9	sniffles	HG02723	r10	16x	ts
8	29	0	0	23	15	22	14	10	sniffles	HG02723	r10	16x	ts
11772	2512	0	0	16108	2075	9759	626	0	cutesv	HG02723	r10	16x	ts
3372	5704	0	0	7454	1952	4822	3924	1	cutesv	HG02723	r10	16x	ts
734	1602	0	0	979	1507	1982	204	2	cutesv	HG02723	r10	16x	ts
246	1073	0	0	350	1023	1168	97	3	cutesv	HG02723	r10	16x	ts
69	484	0	0	82	500	513	11	4	cutesv	HG02723	r10	16x	ts
32	332	0	0	37	335	351	5	5	cutesv	HG02723	r10	16x	ts
15	226	0	0	15	230	237	0	6	cutesv	HG02723	r10	16x	ts
12	156	0	0	13	165	157	1	7	cutesv	HG02723	r10	16x	ts
6	79	0	0	6	79	85	0	8	cutesv	HG02723	r10	16x	ts
1	38	0	0	1	38	39	0	9	cutesv	HG02723	r10	16x	ts
2	34	0	0	2	35	35	0	10	cutesv	HG02723	r10	16x	ts
12395	1817	0	0	16629	503	9840	1452	0	kanpig	HG02723	r10	16x	ds
2920	5153	0	0	6977	3865	3985	1319	1	kanpig	HG02723	r10	16x	ds
710	629	0	0	1048	292	985	353	2	kanpig	HG02723	r10	16x	ds
245	311	0	0	398	139	398	177	3	kanpig	HG02723	r10	16x	ds
61	156	0	0	105	38	168	123	4	kanpig	HG02723	r10	16x	ds
26	89	0	0	44	18	93	75	5	kanpig	HG02723	r10	16x	ds
19	67	0	0	30	7	75	60	6	kanpig	HG02723	r10	16x	ds
3	52	0	0	4	1	53	52	7	kanpig	HG02723	r10	16x	ds
7	9	0	0	7	0	16	9	8	kanpig	HG02723	r10	16x	ds
0	16	0	0	1	1	15	15	9	kanpig	HG02723	r10	16x	ds
0	15	0	0	0	0	15	15	10	kanpig	HG02723	r10	16x	ds
12899	1277	0	0	16960	314	9995	1083	0	svjedi	HG02723	r10	16x	ds
1963	6117	0	0	7817	5654	2207	482	1	svjedi	HG02723	r10	16x	ds
619	709	0	0	1217	547	720	172	2	svjedi	HG02723	r10	16x	ds
198	327	0	0	464	252	256	78	3	svjedi	HG02723	r10	16x	ds
61	108	0	0	122	54	105	57	4	svjedi	HG02723	r10	16x	ds
28	43	0	0	49	21	50	22	5	svjedi	HG02723	r10	16x	ds
16	23	0	0	32	12	23	11	6	svjedi	HG02723	r10	16x	ds
3	10	0	0	5	2	11	8	7	svjedi	HG02723	r10	16x	ds
5	3	0	0	8	3	5	0	8	svjedi	HG02723	r10	16x	ds
1	6	0	0	2	1	6	5	9	svjedi	HG02723	r10	16x	ds
0	1	0	0	1	1	0	0	10	svjedi	HG02723	r10	16x	ds
12355	1851	0	0	16554	461	9875	1522	0	sniffles	HG02723	r10	16x	ds
2373	5719	0	0	7560	4993	2866	765	1	sniffles	HG02723	r10	16x	ds
683	704	0	0	1150	416	899	309	2	sniffles	HG02723	r10	16x	ds
220	367	0	0	443	209	354	168	3	sniffles	HG02723	r10	16x	ds
66	167	0	0	111	39	179	137	4	sniffles	HG02723	r10	16x	ds
23	146	0	0	47	24	138	129	5	sniffles	HG02723	r10	16x	ds
20	76	0	0	33	9	83	67	6	sniffles	HG02723	r10	16x	ds
5	95	0	0	5	0	92	103	7	sniffles	HG02723	r10	16x	ds
3	22	0	0	8	5	20	17	8	sniffles	HG02723	r10	16x	ds
1	18	0	0	1	0	19	18	9	sniffles	HG02723	r10	16x	ds
0	32	0	0	0	0	31	33	10	sniffles	HG02723	r10	16x	ds
11600	2649	0	0	15873	588	9779	2258	0	cutesv	HG02723	r10	16x	ds
2247	5832	0	0	6922	4524	3324	1388	1	cutesv	HG02723	r10	16x	ds
556	777	0	0	841	255	1008	562	2	cutesv	HG02723	r10	16x	ds
166	439	0	0	292	119	465	334	3	cutesv	HG02723	r10	16x	ds
52	214	0	0	68	14	243	207	4	cutesv	HG02723	r10	16x	ds
13	164	0	0	23	10	164	157	5	cutesv	HG02723	r10	16x	ds
5	98	0	0	9	4	96	97	6	cutesv	HG02723	r10	16x	ds
4	50	0	0	4	0	53	51	7	cutesv	HG02723	r10	16x	ds
3	26	0	0	3	0	29	26	8	cutesv	HG02723	r10	16x	ds
0	18	0	0	0	0	18	18	9	cutesv	HG02723	r10	16x	ds
0	5	0	0	0	0	5	5	10	cutesv	HG02723	r10	16x	ds
13074	1147	0	0	17119	286	10060	977	0	orig	HG02723	r10	16x	ds
2632	5563	0	0	7933	5083	2882	492	1	orig	HG02723	r10	16x	ds
815	563	0	0	1291	415	899	151	2	orig	HG02723	r10	16x	ds
264	291	0	0	496	211	321	82	3	orig	HG02723	r10	16x	ds
90	78	0	0	140	42	116	38	4	orig	HG02723	r10	16x	ds
46	42	0	0	69	21	65	21	5	orig	HG02723	r10	16x	ds
27	20	0	0	35	8	39	12	6	orig	HG02723	r10	16x	ds
13	10	0	0	18	5	18	5	7	orig	HG02723	r10	16x	ds
10	10	0	0	10	0	20	10	8	orig	HG02723	r10	16x	ds
5	5	0	0	7	2	8	3	9	orig	HG02723	r10	16x	ds
0	0	0	0	0	0	0	0	10	orig	HG02723	r10	16x	ds
12019	2303	0	0	16132	2068	10044	400	0	kanpig	HG02723	r9	16x	ts
5632	3455	0	0	6970	2447	7703	1054	1	kanpig	HG02723	r9	16x	ts
1430	905	0	0	1708	775	2032	155	2	kanpig	HG02723	r9	16x	ts
764	558	0	0	931	445	1142	126	3	kanpig	HG02723	r9	16x	ts
298	255	0	0	378	203	466	59	4	kanpig	HG02723	r9	16x	ts
194	170	0	0	229	143	323	33	5	kanpig	HG02723	r9	16x	ts
107	136	0	0	140	107	209	30	6	kanpig	HG02723	r9	16x	ts
66	102	0	0	92	86	138	20	7	kanpig	HG02723	r9	16x	ts
30	55	0	0	43	42	72	13	8	kanpig	HG02723	r9	16x	ts
12	28	0	0	18	22	34	6	9	kanpig	HG02723	r9	16x	ts
7	30	0	0	12	26	31	5	10	kanpig	HG02723	r9	16x	ts
13586	669	0	0	17876	262	9951	421	0	svjedi	HG02723	r9	16x	ts
4427	4586	0	0	9143	200	4294	4389	1	svjedi	HG02723	r9	16x	ts
1683	632	0	0	2387	78	1611	554	2	svjedi	HG02723	r9	16x	ts
880	433	0	0	1322	45	871	388	3	svjedi	HG02723	r9	16x	ts
405	139	0	0	544	29	405	110	4	svjedi	HG02723	r9	16x	ts
280	83	0	0	360	11	283	72	5	svjedi	HG02723	r9	16x	ts
155	86	0	0	228	17	168	69	6	svjedi	HG02723	r9	16x	ts
125	41	0	0	161	15	130	26	7	svjedi	HG02723	r9	16x	ts
61	23	0	0	73	11	72	12	8	svjedi	HG02723	r9	16x	ts
28	10	0	0	38	0	28	10	9	svjedi	HG02723	r9	16x	ts
29	6	0	0	34	2	30	4	10	svjedi	HG02723	r9	16x	ts
12688	1614	0	0	16934	1242	9982	446	0	sniffles	HG02723	r9	16x	ts
2869	6214	0	0	8611	801	3287	5467	1	sniffles	HG02723	r9	16x	ts
1196	1132	0	0	1915	561	1578	602	2	sniffles	HG02723	r9	16x	ts
543	779	0	0	1027	349	820	448	3	sniffles	HG02723	r9	16x	ts
235	318	0	0	413	168	366	159	4	sniffles	HG02723	r9	16x	ts
145	219	0	0	259	113	248	108	5	sniffles	HG02723	r9	16x	ts
109	134	0	0	183	64	169	70	6	sniffles	HG02723	r9	16x	ts
65	103	0	0	133	45	98	60	7	sniffles	HG02723	r9	16x	ts
36	49	0	0	62	23	59	26	8	sniffles	HG02723	r9	16x	ts
10	30	0	0	27	13	23	17	9	sniffles	HG02723	r9	16x	ts
17	20	0	0	32	6	22	14	10	sniffles	HG02723	r9	16x	ts
11842	2442	0	0	16084	2099	9854	531	0	cutesv	HG02723	r9	16x	ts
3201	5875	0	0	7382	2024	4724	4022	1	cutesv	HG02723	r9	16x	ts
701	1635	0	0	944	1542	1983	203	2	cutesv	HG02723	r9	16x	ts
226	1093	0	0	337	1036	1163	102	3	cutesv	HG02723	r9	16x	ts
63	490	0	0	77	505	513	11	4	cutesv	HG02723	r9	16x	ts
23	341	0	0	27	345	353	3	5	cutesv	HG02723	r9	16x	ts
3	238	0	0	3	242	237	0	6	cutesv	HG02723	r9	16x	ts
5	163	0	0	5	173	158	0	7	cutesv	HG02723	r9	16x	ts
1	84	0	0	1	84	85	0	8	cutesv	HG02723	r9	16x	ts
0	39	0	0	0	39	39	0	9	cutesv	HG02723	r9	16x	ts
0	36	0	0	0	37	35	0	10	cutesv	HG02723	r9	16x	ts
11579	2638	0	0	15579	384	9957	2514	0	kanpig	HG02723	r9	16x	ds
2561	5469	0	0	6311	3561	4240	1948	1	kanpig	HG02723	r9	16x	ds
622	787	0	0	907	241	1098	572	2	kanpig	HG02723	r9	16x	ds
212	394	0	0	333	110	472	297	3	kanpig	HG02723	r9	16x	ds
56	184	0	0	92	31	200	157	4	kanpig	HG02723	r9	16x	ds
24	109	0	0	37	13	117	99	5	kanpig	HG02723	r9	16x	ds
16	87	0	0	18	2	100	86	6	kanpig	HG02723	r9	16x	ds
3	69	0	0	4	1	71	68	7	kanpig	HG02723	r9	16x	ds
3	34	0	0	3	0	37	34	8	kanpig	HG02723	r9	16x	ds
1	16	0	0	1	0	17	16	9	kanpig	HG02723	r9	16x	ds
1	21	0	0	1	0	21	22	10	kanpig	HG02723	r9	16x	ds
12846	1296	0	0	16844	256	10014	1170	0	svjedi	HG02723	r9	16x	ds
2026	5976	0	0	7694	5466	2317	527	1	svjedi	HG02723	r9	16x	ds
621	694	0	0	1165	495	760	210	2	svjedi	HG02723	r9	16x	ds
194	312	0	0	447	239	252	74	3	svjedi	HG02723	r9	16x	ds
56	102	0	0	110	49	101	56	4	svjedi	HG02723	r9	16x	ds
27	39	0	0	45	18	46	23	5	svjedi	HG02723	r9	16x	ds
16	20	0	0	24	8	28	12	6	svjedi	HG02723	r9	16x	ds
5	13	0	0	7	2	16	11	7	svjedi	HG02723	r9	16x	ds
3	15	0	0	3	0	18	15	8	svjedi	HG02723	r9	16x	ds
0	5	0	0	1	1	4	4	9	svjedi	HG02723	r9	16x	ds
1	0	0	0	1	0	1	0	10	svjedi	HG02723	r9	16x	ds
12309	1868	0	0	16427	379	9926	1622	0	sniffles	HG02723	r9	16x	ds
2186	5837	0	0	7476	5094	2700	776	1	sniffles	HG02723	r9	16x	ds
619	758	0	0	1083	416	896	359	2	sniffles	HG02723	r9	16x	ds
192	418	0	0	423	219	359	219	3	sniffles	HG02723	r9	16x	ds
42	215	0	0	96	49	196	173	4	sniffles	HG02723	r9	16x	ds
21	137	0	0	36	15	139	126	5	sniffles	HG02723	r9	16x	ds
15	104	0	0	22	7	112	97	6	sniffles	HG02723	r9	16x	ds
1	100	0	0	6	5	89	102	7	sniffles	HG02723	r9	16x	ds
1	48	0	0	2	1	48	47	8	sniffles	HG02723	r9	16x	ds
0	27	0	0	1	1	26	26	9	sniffles	HG02723	r9	16x	ds
1	34	0	0	1	0	34	35	10	sniffles	HG02723	r9	16x	ds
11675	2550	0	0	15852	490	9853	2255	0	cutesv	HG02723	r9	16x	ds
2194	5840	0	0	6894	4546	3258	1370	1	cutesv	HG02723	r9	16x	ds
514	866	0	0	813	271	1042	634	2	cutesv	HG02723	r9	16x	ds
161	461	0	0	308	138	465	333	3	cutesv	HG02723	r9	16x	ds
43	204	0	0	67	22	215	190	4	cutesv	HG02723	r9	16x	ds
17	154	0	0	22	5	160	155	5	cutesv	HG02723	r9	16x	ds
7	96	0	0	9	2	98	97	6	cutesv	HG02723	r9	16x	ds
3	48	0	0	4	1	50	47	7	cutesv	HG02723	r9	16x	ds
2	31	0	0	2	0	33	31	8	cutesv	HG02723	r9	16x	ds
0	17	0	0	0	0	17	17	9	cutesv	HG02723	r9	16x	ds
0	17	0	0	0	0	16	18	10	cutesv	HG02723	r9	16x	ds
13074	1147	0	0	17119	286	10060	977	0	orig	HG02723	r9	16x	ds
2632	5563	0	0	7933	5083	2882	492	1	orig	HG02723	r9	16x	ds
815	563	0	0	1291	415	899	151	2	orig	HG02723	r9	16x	ds
264	291	0	0	496	211	321	82	3	orig	HG02723	r9	16x	ds
90	78	0	0	140	42	116	38	4	orig	HG02723	r9	16x	ds
46	42	0	0	69	21	65	21	5	orig	HG02723	r9	16x	ds
27	20	0	0	35	8	39	12	6	orig	HG02723	r9	16x	ds
13	10	0	0	18	5	18	5	7	orig	HG02723	r9	16x	ds
10	10	0	0	10	0	20	10	8	orig	HG02723	r9	16x	ds
5	5	0	0	7	2	8	3	9	orig	HG02723	r9	16x	ds
0	0	0	0	0	0	0	0	10	orig	HG02723	r9	16x	ds
12801	1527	0	0	16798	1412	10205	241	0	kanpig	HG02723	r10	32x	ts
5862	3226	0	0	7290	2128	7622	1136	1	kanpig	HG02723	r10	32x	ts
1606	732	0	0	1897	590	2026	163	2	kanpig	HG02723	r10	32x	ts
852	462	0	0	1031	337	1124	136	3	kanpig	HG02723	r10	32x	ts
345	208	0	0	424	157	472	53	4	kanpig	HG02723	r10	32x	ts
210	154	0	0	248	124	322	34	5	kanpig	HG02723	r10	32x	ts
124	119	0	0	150	97	216	23	6	kanpig	HG02723	r10	32x	ts
65	103	0	0	94	84	136	22	7	kanpig	HG02723	r10	32x	ts
30	55	0	0	42	43	73	12	8	kanpig	HG02723	r10	32x	ts
15	25	0	0	19	21	36	4	9	kanpig	HG02723	r10	32x	ts
13	24	0	0	19	19	31	5	10	kanpig	HG02723	r10	32x	ts
13619	637	0	0	17916	224	9944	428	0	svjedi	HG02723	r10	32x	ts
4287	4673	0	0	9077	213	4168	4462	1	svjedi	HG02723	r10	32x	ts
1654	664	0	0	2372	96	1598	570	2	svjedi	HG02723	r10	32x	ts
822	486	0	0	1308	54	822	432	3	svjedi	HG02723	r10	32x	ts
387	157	0	0	536	37	395	120	4	svjedi	HG02723	r10	32x	ts
269	89	0	0	350	16	277	73	5	svjedi	HG02723	r10	32x	ts
152	88	0	0	228	16	164	72	6	svjedi	HG02723	r10	32x	ts
118	50	0	0	161	17	125	33	7	svjedi	HG02723	r10	32x	ts
61	23	0	0	69	15	76	8	8	svjedi	HG02723	r10	32x	ts
30	9	0	0	36	3	33	6	9	svjedi	HG02723	r10	32x	ts
25	11	0	0	31	6	30	5	10	svjedi	HG02723	r10	32x	ts
13112	1199	0	0	17269	922	10073	358	0	sniffles	HG02723	r10	32x	ts
2997	6092	0	0	8758	661	3276	5483	1	sniffles	HG02723	r10	32x	ts
1224	1113	0	0	2000	486	1531	657	2	sniffles	HG02723	r10	32x	ts
532	783	0	0	1019	350	810	451	3	sniffles	HG02723	r10	32x	ts
235	318	0	0	424	157	357	168	4	sniffles	HG02723	r10	32x	ts
131	233	0	0	254	118	238	118	5	sniffles	HG02723	r10	32x	ts
93	150	0	0	180	67	156	83	6	sniffles	HG02723	r10	32x	ts
61	107	0	0	98	80	128	30	7	sniffles	HG02723	r10	32x	ts
27	58	0	0	61	24	51	34	8	sniffles	HG02723	r10	32x	ts
10	30	0	0	18	22	32	8	9	sniffles	HG02723	r10	32x	ts
16	21	0	0	27	11	26	10	10	sniffles	HG02723	r10	32x	ts
12499	1785	0	0	16496	1687	10101	284	0	cutesv	HG02723	r10	32x	ts
3558	5518	0	0	7572	1834	4894	3852	1	cutesv	HG02723	r10	32x	ts
772	1564	0	0	1004	1482	1994	192	2	cutesv	HG02723	r10	32x	ts
258	1061	0	0	368	1005	1164	101	3	cutesv	HG02723	r10	32x	ts
72	481	0	0	86	496	512	12	4	cutesv	HG02723	r10	32x	ts
29	335	0	0	30	342	355	1	5	cutesv	HG02723	r10	32x	ts
11	230	0	0	11	234	237	0	6	cutesv	HG02723	r10	32x	ts
10	158	0	0	11	167	157	1	7	cutesv	HG02723	r10	32x	ts
7	78	0	0	7	78	85	0	8	cutesv	HG02723	r10	32x	ts
1	38	0	0	1	38	39	0	9	cutesv	HG02723	r10	32x	ts
1	35	0	0	1	36	35	0	10	cutesv	HG02723	r10	32x	ts
12741	1471	0	0	16710	239	10102	1373	0	kanpig	HG02723	r10	32x	ds
2980	5095	0	0	6975	3799	4048	1328	1	kanpig	HG02723	r10	32x	ds
734	611	0	0	1057	276	1004	353	2	kanpig	HG02723	r10	32x	ds
244	319	0	0	394	138	406	188	3	kanpig	HG02723	r10	32x	ds
66	136	0	0	106	33	158	107	4	kanpig	HG02723	r10	32x	ds
30	85	0	0	45	15	96	74	5	kanpig	HG02723	r10	32x	ds
17	76	0	0	30	9	80	67	6	kanpig	HG02723	r10	32x	ds
3	56	0	0	4	1	57	56	7	kanpig	HG02723	r10	32x	ds
6	18	0	0	6	0	24	18	8	kanpig	HG02723	r10	32x	ds
0	16	0	0	1	1	15	15	9	kanpig	HG02723	r10	32x	ds
0	15	0	0	0	0	15	15	10	kanpig	HG02723	r10	32x	ds
12949	1228	0	0	16986	289	10020	1059	0	svjedi	HG02723	r10	32x	ds
1951	6138	0	0	7833	5682	2186	477	1	svjedi	HG02723	r10	32x	ds
636	698	0	0	1222	534	740	172	2	svjedi	HG02723	r10	32x	ds
198	327	0	0	465	253	255	77	3	svjedi	HG02723	r10	32x	ds
60	103	0	0	121	54	99	52	4	svjedi	HG02723	r10	32x	ds
30	41	0	0	49	19	52	22	5	svjedi	HG02723	r10	32x	ds
17	22	0	0	32	11	24	11	6	svjedi	HG02723	r10	32x	ds
4	10	0	0	6	2	12	8	7	svjedi	HG02723	r10	32x	ds
6	3	0	0	9	3	6	0	8	svjedi	HG02723	r10	32x	ds
0	6	0	0	1	1	5	5	9	svjedi	HG02723	r10	32x	ds
0	1	0	0	1	1	0	0	10	svjedi	HG02723	r10	32x	ds
12818	1380	0	0	16851	290	10040	1215	0	sniffles	HG02723	r10	32x	ds
2376	5754	0	0	7712	5139	2757	652	1	sniffles	HG02723	r10	32x	ds
676	737	0	0	1184	457	874	311	2	sniffles	HG02723	r10	32x	ds
219	387	0	0	454	222	359	177	3	sniffles	HG02723	r10	32x	ds
57	201	0	0	111	47	193	165	4	sniffles	HG02723	r10	32x	ds
23	148	0	0	48	25	138	131	5	sniffles	HG02723	r10	32x	ds
20	100	0	0	35	11	105	89	6	sniffles	HG02723	r10	32x	ds
6	103	0	0	6	0	101	111	7	sniffles	HG02723	r10	32x	ds
3	25	0	0	8	5	23	20	8	sniffles	HG02723	r10	32x	ds
0	21	0	0	0	0	21	21	9	sniffles	HG02723	r10	32x	ds
0	32	0	0	0	0	31	33	10	sniffles	HG02723	r10	32x	ds
12340	1906	0	0	16276	252	10115	1849	0	cutesv	HG02723	r10	32x	ds
2422	5697	0	0	7046	4468	3424	1300	1	cutesv	HG02723	r10	32x	ds
589	749	0	0	874	256	1016	530	2	cutesv	HG02723	r10	32x	ds
174	419	0	0	306	123	449	308	3	cutesv	HG02723	r10	32x	ds
54	200	0	0	70	14	231	193	4	cutesv	HG02723	r10	32x	ds
18	146	0	0	23	5	156	144	5	cutesv	HG02723	r10	32x	ds
5	88	0	0	8	3	87	88	6	cutesv	HG02723	r10	32x	ds
3	55	0	0	3	0	57	56	7	cutesv	HG02723	r10	32x	ds
3	32	0	0	3	0	35	32	8	cutesv	HG02723	r10	32x	ds
0	12	0	0	0	0	12	12	9	cutesv	HG02723	r10	32x	ds
0	4	0	0	0	0	4	4	10	cutesv	HG02723	r10	32x	ds
13074	1147	0	0	17119	286	10060	977	0	orig	HG02723	r10	32x	ds
2632	5563	0	0	7933	5083	2882	492	1	orig	HG02723	r10	32x	ds
815	563	0	0	1291	415	899	151	2	orig	HG02723	r10	32x	ds
264	291	0	0	496	211	321	82	3	orig	HG02723	r10	32x	ds
90	78	0	0	140	42	116	38	4	orig	HG02723	r10	32x	ds
46	42	0	0	69	21	65	21	5	orig	HG02723	r10	32x	ds
